name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,KAT_efficiency,min_distance_to_false,iteration,reference_frontier,from_point_name,to_reference_name,node_id,parent_node_id,path_id,POZ_efficiency,WAW_efficiency,KRK_efficiency,WRO_efficiency,GDN_efficiency
RZE__to__KAT_cand_4017,3.84,6,11.3,1.6500000000000004,0.3,3.5,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3099,3.120000000000001,6,11.3,1.6500000000000004,0.3,3.5,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2488,2.4000000000000004,6,11.3,1.6500000000000004,0.3,3.500000000000001,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3405,3.4800000000000004,6,11.3,1.6500000000000004,0.3,3.5,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2182,2.0400000000000005,6,11.3,1.6500000000000004,0.3,3.500000000000001,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3406,3.4800000000000004,6,11.3,1.6500000000000004,0.3,3.500000000000001,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4936,4.92,6,11.3,1.6500000000000004,0.3,3.500000000000001,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2181,2.0400000000000005,6,11.3,1.6500000000000004,0.3,3.5,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4630,4.5600000000000005,6,11.3,1.6500000000000004,0.3,3.500000000000001,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4018,3.84,6,11.3,1.6500000000000004,0.3,3.500000000000001,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2487,2.4000000000000004,6,11.3,1.6500000000000004,0.3,3.5,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4323,4.2,6,11.3,1.6500000000000004,0.3,3.5,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_1876,1.6800000000000002,6,11.3,1.6500000000000004,0.3,3.500000000000001,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2793,2.76,6,11.3,1.6500000000000004,0.3,3.5,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2794,2.76,6,11.3,1.6500000000000004,0.3,3.500000000000001,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_1570,1.3200000000000005,6,11.3,1.6500000000000004,0.3,3.500000000000001,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_1569,1.3200000000000005,6,11.3,1.6500000000000004,0.3,3.5,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4324,4.2,6,11.3,1.6500000000000004,0.3,3.500000000000001,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4629,4.5600000000000005,6,11.3,1.6500000000000004,0.3,3.5,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_1875,1.6800000000000002,6,11.3,1.6500000000000004,0.3,3.5,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3100,3.120000000000001,6,11.3,1.6500000000000004,0.3,3.500000000000001,1.0,True,1.0,1.0499999999999998,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3997,3.84,6,11.3,0.6000000000000003,0.3,-0.7199999999999998,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4915,4.92,6,11.3,0.6000000000000003,0.3,-0.7199999999999998,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2774,2.76,6,11.3,0.6000000000000003,0.3,1.3900000000000006,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2467,2.4000000000000004,6,11.3,0.6000000000000003,0.3,-0.7199999999999998,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4914,4.92,6,11.3,0.6000000000000003,0.3,-2.83,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4916,4.92,6,11.3,0.6000000000000003,0.3,1.3900000000000006,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3079,3.120000000000001,6,11.3,0.6000000000000003,0.3,-0.7199999999999998,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_1244,0.96,6,11.3,0.6000000000000003,0.3,1.3900000000000006,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3386,3.4800000000000004,6,11.3,0.6000000000000003,0.3,1.3900000000000006,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_1243,0.96,6,11.3,0.6000000000000003,0.3,-0.7199999999999998,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4610,4.5600000000000005,6,11.3,0.6000000000000003,0.3,1.3900000000000006,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3385,3.4800000000000004,6,11.3,0.6000000000000003,0.3,-0.7199999999999998,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_1549,1.3200000000000005,6,11.3,0.6000000000000003,0.3,-0.7199999999999998,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3998,3.84,6,11.3,0.6000000000000003,0.3,1.3900000000000006,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3384,3.4800000000000004,6,11.3,0.6000000000000003,0.3,-2.83,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_1855,1.6800000000000002,6,11.3,0.6000000000000003,0.3,-0.7199999999999998,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3692,3.6,6,11.3,0.6000000000000003,0.3,1.3900000000000006,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_937,0.6,6,11.3,0.6000000000000003,0.3,-0.7199999999999998,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3691,3.6,6,11.3,0.6000000000000003,0.3,-0.7199999999999998,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3078,3.120000000000001,6,11.3,0.6000000000000003,0.3,-2.83,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2160,2.0400000000000005,6,11.3,0.6000000000000003,0.3,-2.83,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4304,4.2,6,11.3,0.6000000000000003,0.3,1.3900000000000006,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4302,4.2,6,11.3,0.6000000000000003,0.3,-2.83,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2161,2.0400000000000005,6,11.3,0.6000000000000003,0.3,-0.7199999999999998,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2162,2.0400000000000005,6,11.3,0.6000000000000003,0.3,1.3900000000000006,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4608,4.5600000000000005,6,11.3,0.6000000000000003,0.3,-2.83,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4303,4.2,6,11.3,0.6000000000000003,0.3,-0.7199999999999998,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_938,0.6,6,11.3,0.6000000000000003,0.3,1.3900000000000006,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_1854,1.6800000000000002,6,11.3,0.6000000000000003,0.3,-2.83,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_1242,0.96,6,11.3,0.6000000000000003,0.3,-2.83,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4609,4.5600000000000005,6,11.3,0.6000000000000003,0.3,-0.7199999999999998,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2468,2.4000000000000004,6,11.3,0.6000000000000003,0.3,1.3900000000000006,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_1856,1.6800000000000002,6,11.3,0.6000000000000003,0.3,1.3900000000000006,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2772,2.76,6,11.3,0.6000000000000003,0.3,-2.83,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_1548,1.3200000000000005,6,11.3,0.6000000000000003,0.3,-2.83,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_1550,1.3200000000000005,6,11.3,0.6000000000000003,0.3,1.3900000000000006,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3080,3.120000000000001,6,11.3,0.6000000000000003,0.3,1.3900000000000006,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_936,0.6,6,11.3,0.6000000000000003,0.3,-2.83,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3690,3.6,6,11.3,0.6000000000000003,0.3,-2.83,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3996,3.84,6,11.3,0.6000000000000003,0.3,-2.83,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2773,2.76,6,11.3,0.6000000000000003,0.3,-0.7199999999999998,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2466,2.4000000000000004,6,11.3,0.6000000000000003,0.3,-2.83,1.0,True,1.0,1.05,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_72,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,-2.83,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_508,-0.12,6,11.3,10.05,0.3,3.500000000000001,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_112,-0.4800000000000001,6,11.3,4.800000000000001,0.3,3.500000000000001,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_90,-0.4800000000000001,6,11.3,3.75,0.3,-2.83,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_544,-0.12,6,11.3,11.1,0.3,3.500000000000001,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_128,-0.4800000000000001,6,11.3,5.850000000000001,0.3,1.3900000000000006,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_108,-0.4800000000000001,6,11.3,4.800000000000001,0.3,-2.83,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_94,-0.4800000000000001,6,11.3,3.75,0.3,3.500000000000001,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_127,-0.4800000000000001,6,11.3,5.850000000000001,0.3,-0.7199999999999998,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_184,-0.4800000000000001,6,11.3,9.000000000000002,0.3,3.500000000000001,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_200,-0.4800000000000001,6,11.3,10.05,0.3,1.3900000000000006,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_199,-0.4800000000000001,6,11.3,10.05,0.3,-0.7199999999999998,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_198,-0.4800000000000001,6,11.3,10.05,0.3,-2.83,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_74,-0.4800000000000001,6,11.3,2.7000000000000006,0.3,1.3900000000000006,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_37,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,-0.7199999999999998,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_292,-0.4800000000000001,6,11.3,14.250000000000002,0.3,3.500000000000001,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_55,-0.4800000000000001,6,11.3,2.7,0.3,-0.7199999999999998,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_290,-0.4800000000000001,6,11.3,14.250000000000002,0.3,1.3900000000000006,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_289,-0.4800000000000001,6,11.3,14.250000000000002,0.3,-0.7199999999999998,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_288,-0.4800000000000001,6,11.3,14.250000000000002,0.3,-2.83,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_126,-0.4800000000000001,6,11.3,5.850000000000001,0.3,-2.83,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_273,-0.4800000000000001,6,11.3,13.2,0.3,3.5,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_145,-0.4800000000000001,6,11.3,6.9,0.3,-0.7199999999999998,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_144,-0.4800000000000001,6,11.3,6.9,0.3,-2.83,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_271,-0.4800000000000001,6,11.3,13.2,0.3,-0.7199999999999998,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_272,-0.4800000000000001,6,11.3,13.2,0.3,1.3900000000000006,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_270,-0.4800000000000001,6,11.3,13.2,0.3,-2.83,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_255,-0.4800000000000001,6,11.3,12.150000000000002,0.3,3.5,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_253,-0.4800000000000001,6,11.3,12.150000000000002,0.3,-0.7199999999999998,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_252,-0.4800000000000001,6,11.3,12.150000000000002,0.3,-2.83,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_130,-0.4800000000000001,6,11.3,5.850000000000001,0.3,3.500000000000001,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_146,-0.4800000000000001,6,11.3,6.9,0.3,1.3900000000000006,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_162,-0.4800000000000001,6,11.3,7.950000000000001,0.3,-2.83,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_163,-0.4800000000000001,6,11.3,7.950000000000001,0.3,-0.7199999999999998,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_148,-0.4800000000000001,6,11.3,6.9,0.3,3.500000000000001,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_164,-0.4800000000000001,6,11.3,7.950000000000001,0.3,1.3900000000000006,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_236,-0.4800000000000001,6,11.3,11.1,0.3,1.3900000000000006,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_254,-0.4800000000000001,6,11.3,12.150000000000002,0.3,1.3900000000000006,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_181,-0.4800000000000001,6,11.3,9.000000000000002,0.3,-0.7199999999999998,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_235,-0.4800000000000001,6,11.3,11.1,0.3,-0.7199999999999998,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_234,-0.4800000000000001,6,11.3,11.1,0.3,-2.83,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_180,-0.4800000000000001,6,11.3,9.000000000000002,0.3,-2.83,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_166,-0.4800000000000001,6,11.3,7.950000000000001,0.3,3.500000000000001,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_129,-0.4800000000000001,6,11.3,5.850000000000001,0.3,3.5,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_182,-0.4800000000000001,6,11.3,9.000000000000002,0.3,1.3900000000000006,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_36,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,-2.83,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_56,-0.4800000000000001,6,11.3,2.7,0.3,1.3900000000000006,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_109,-0.4800000000000001,6,11.3,4.800000000000001,0.3,-0.7199999999999998,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_92,-0.4800000000000001,6,11.3,3.75,0.3,1.3900000000000006,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_91,-0.4800000000000001,6,11.3,3.75,0.3,-0.7199999999999998,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_38,-0.4800000000000001,6,11.3,1.6500000000000004,0.3,1.3900000000000006,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_110,-0.4800000000000001,6,11.3,4.800000000000001,0.3,1.3900000000000006,1.0,True,1.0,1.08,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_5189,4.92,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4847,4.5600000000000005,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2705,2.4000000000000004,6,11.3,12.150000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3461,3.4800000000000004,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3047,2.76,6,11.3,14.250000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3785,3.6,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3767,3.6,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_5099,4.92,6,11.3,10.05,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_5081,4.92,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4397,4.2,6,11.3,4.800000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4379,4.2,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3803,3.6,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3641,3.4800000000000004,6,11.3,13.2,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3821,3.6,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_5063,4.92,6,11.3,7.950000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3155,3.120000000000001,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_3857,3.6,6,11.3,9.000000000000002,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4433,4.2,6,11.3,6.9,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_4415,4.2,6,11.3,5.850000000000001,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
RZE__to__KAT_cand_2543,2.4000000000000004,6,11.3,3.75,0.3,5.610000000000001,1.0,True,1.0,2.1100000000000003,1,3,RZE,KAT,node_branch_000001,node_root,RZE -> KAT,,,,,
